Model name;undefined x;undefined y;undefined z;EX_R x;EX_R y;EX_R z;EX_L x;EX_L y;EX_L z;EN_R x;EN_R y;EN_R z;EN_L x;EN_L y;EN_L z;PAS_R x;PAS_R y;PAS_R z;PAS_L x;PAS_L y;PAS_L z;PAI_R x;PAI_R y;PAI_R z;PAI_L x;PAI_L y;PAI_L z;G x;G y;G z;SN x;SN y;SN z;AL_R x;AL_R y;AL_R z;AL_L x;AL_L y;AL_L z;N x;N y;N z;PRN x;PRN y;PRN z;LS x;LS y;LS z;STO x;STO y;STO z;LI x;LI y;LI z;CH_R x;CH_R y;CH_R z;CH_L x;CH_L y;CH_L z;CP_R x;CP_R y;CP_R z;CP_L x;CP_L y;CP_L z;SL x;SL y;SL z;GN x;GN y;GN z;GOL_R x;GOL_R y;GOL_R z;GOL_L x;GOL_L y;GOL_L z;ZY_R x;ZY_R y;ZY_R z;ZY_L x;ZY_L y;ZY_L z;PG x;PG y;PG z;T_R x;T_R y;T_R z;T_L x;T_L y;T_L z;SA_R x;SA_R y;SA_R z;SA_L x;SA_L y;SA_L z;SBA_R x;SBA_R y;SBA_R z;SBA_L x;SBA_L y;SBA_L z;PA_R x;PA_R y;PA_R z;PA_L x;PA_L y;PA_L z;OBS_R x;OBS_R y;OBS_R z;OBS_L x;OBS_L y;OBS_L z;OBI_R x;OBI_R y;OBI_R z;OBI_L x;OBI_L y;OBI_L z;PRA_R x;PRA_R y;PRA_R z;PRA_L x;PRA_L y;PRA_L z;PUP_R x;PUP_R y;PUP_R z;PUP_L x;PUP_L y;PUP_L z;GNA x;GNA y;GNA z;GO2_R x;GO2_R y;GO2_R z;GO2_L x;GO2_L y;GO2_L z;V x;V y;V z;O x;O y;O z;RN_R x;RN_R y;RN_R z;RN_L x;RN_L y;RN_L z;EU2_R x;EU2_R y;EU2_R z;EU2_L x;EU2_L y;EU2_L z;RM_R x;RM_R y;RM_R z;RM_L x;RM_L y;RM_L z;P_L x;P_L y;P_L z
00421_01_ECA.obj;;;;-49.3351;41.2562;-39.8738;48.4189;45.1574;-37.4683;-18.8228;38.1335;-31.6699;17.4977;39.5541;-31.6062;-34.9146;47.1866;-28.138;31.6608;50.1536;-26.0481;-35.0463;35.6762;-31.876;32.6503;38.1446;-30.3201;-0.0472769;59.894;-5.45129;-0.089584;-9.39868;-18.7206;-16.9271;-3.47713;-19.7314;17.8231;-2.68443;-18.1834;-0.0791748;39.4639;-14.9023;0.0971211;0.259569;-0.0986735;0.02366;-24.1167;-22.6207;-0.0704902;-27.9295;-26.0055;0.0304085;-33.7881;-23.9839;-21.9341;-27.6718;-40.8055;25.1771;-26.1058;-37.7894;-8.08261;-22.5938;-24.2776;8.7743;-22.1371;-21.6852;0.0331334;-47.0542;-29.5863;0.0170156;-70.4957;-41.3183;-57.1163;-30.441;-118.453;62.9007;-30.8989;-107.884;-63.5386;43.0064;-52.3516;63.4095;44.6209;-46.6772;0.0688747;-55.5164;-29.7362;-75.909;31.3102;-117.707;78.9333;31.8362;-114.109;-93.9279;62.4627;-126.175;100.687;60.3591;-116.499;-75.1682;0.998755;-121.789;79.5641;4.29503;-116.361;-95.1154;40.8224;-142.519;104.288;41.5452;-129.028;-82.591;49.6754;-112.646;85.6776;55.0534;-108.928;-68.6951;1.61249;-118.418;72.3797;4.82739;-114.718;-76.1747;40.6172;-115.047;80.8627;41.087;-112.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01089_01_ECA.obj;;;;-49.8833;37.3783;-53.698;43.5368;34.9615;-54.2931;-19.6134;33.9212;-49.1858;13.882;33.6248;-49.7082;-36.6541;42.5179;-45.5623;31.2284;42.5294;-45.6665;-38.4245;31.9154;-47.4218;31.0624;30.4118;-47.6611;-1.8611;57.3685;-32.3471;-0.445117;-12.1789;-22.261;-19.823;-3.11597;-28.2647;16.3655;-3.21589;-27.5909;-0.101973;45.1643;-32.0915;-0.640865;-0.287343;-1.10867;-0.590063;-28.732;-27.7503;-0.69109;-34.6619;-31.4635;0.027193;-40.618;-28.8959;-25.2045;-35.4522;-40.6577;20.6923;-35.1951;-44.4006;-7.72644;-28.3357;-27.963;5.25082;-27.9686;-28.617;-0.344978;-53.4363;-34.6509;-1.41404;-80.0615;-44.4956;-73.9469;-39.8547;-128.965;67.2516;-43.4018;-129.406;-65.8923;35.8071;-70.7425;60.7927;34.9082;-72.4342;-0.695741;-68.8753;-32.6155;-83.057;22.4328;-134.585;78.2199;19.4452;-139.336;-98.8375;51.6288;-153.822;89.7392;46.0238;-157.094;-90.0811;-16.9242;-135.086;82.8643;-19.7928;-136.68;-101.996;28.9953;-168.906;93.436;23.2069;-173.361;-86.779;39.1017;-129.999;84.0605;33.7213;-131.761;-83.4553;-14.6523;-129.266;76.3369;-18.7261;-132.553;-85.6764;31.6777;-129.876;79.4433;24.1572;-135.439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01773_01_ECA.obj;;;;-41.3255;35.3049;-38.5751;38.0768;34.9296;-38.1758;-15.1474;31.2264;-34.9223;13.1618;31.1852;-35.7406;-30.2643;39.0924;-32.5334;27.5056;39.03;-31.9878;-30.7031;28.9889;-33.3641;28.9803;29.2952;-33.5806;0.0747778;51.357;-17.0964;-0.0204896;-11.6951;-17.526;-16.1845;-1.87517;-20.1954;15.0788;-1.26715;-20.6496;-0.0930989;38.2266;-20.5209;-0.039418;-0.0373828;-0.302833;0.0360754;-22.3332;-17.8674;0.0843986;-28.88;-23.3791;0.045561;-38.1519;-20.2531;-23.4509;-30.1901;-33.3907;20.6732;-29.6081;-33.5984;-7.22017;-20.1096;-18.5639;6.42899;-20.1071;-19.278;0.028175;-46.3066;-26.9101;-0.094222;-75.5196;-44.5722;-53.4102;-26.6379;-107.429;54.7044;-24.8632;-104.109;-51.0416;37.0214;-47.6767;51.3828;34.3604;-50.4258;0.0784748;-60.2449;-25.6203;-67.2717;25.0749;-110.16;67.6308;24.1298;-107.308;-80.888;52.6792;-127.499;87.345;52.1094;-119.937;-69.3732;-6.24302;-114.023;69.7714;-6.52821;-111.176;-83.4132;34.0822;-139.052;87.7723;33.1707;-133.982;-69.8663;44.7162;-111.523;75.0707;44.8634;-107.796;-60.7974;-6.53569;-110.714;62.2154;-6.01734;-105.806;-69.9145;36.5148;-109.718;72.9452;36.6054;-105.643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01879_01_ECA.obj;;;;-46.5902;36.7817;-37.7926;43.8319;38.6708;-40.8292;-16.6479;33.3381;-35.7472;13.8927;34.0491;-37.7871;-32.0793;42.4866;-31.7383;28.7174;44.0891;-32.4262;-32.6872;30.6306;-33.5213;28.728;31.7455;-34.3103;0.0454227;54.7467;-18.5185;0.0498499;-12.8413;-17.1083;-16.9638;-4.22331;-16.9732;15.96;-4.27728;-18.0555;0.0976433;37.5632;-20.1842;-0.0800769;0.0264959;-0.0883325;-0.00907042;-24.5943;-17.832;-0.085121;-30.7534;-22.4366;0.0298744;-39.9804;-21.5469;-25.1011;-31.7124;-32.3541;22.8695;-30.167;-31.4922;-8.98296;-23.3495;-18.5613;4.63861;-23.5065;-18.3208;-0.0797371;-45.3479;-27.7188;0.0287019;-66.151;-38.5441;-54.2492;-35.2844;-103.754;55.2108;-27.6928;-102.149;-61.1951;35.0869;-49.3731;57.5288;35.8938;-50.3462;-0.0554293;-52.1532;-28.3492;-72.5818;14.2362;-109.222;68.4229;22.4028;-109.552;-89.8543;38.1586;-115.18;86.9156;44.8645;-114.678;-72.9618;-14.9008;-109.757;70.9531;-6.77438;-109.475;-96.617;17.953;-127.778;93.2645;27.0415;-124.341;-82.0791;32.3626;-105.418;69.0349;37.3069;-103.864;-63.5213;-13.6027;-108.262;61.0757;-5.51217;-107.777;-72.3571;18.7476;-106.463;68.2477;27.5433;-108.231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01883_01_ECA.obj;;;;-46.3674;35.8005;-36.7893;44.2165;35.0134;-36.4309;-18.0323;32.5835;-30.0184;16.597;33.0871;-30.169;-32.9511;42.3189;-24.0407;31.2724;42.0286;-25.2216;-32.9256;29.6928;-29.2532;31.375;29.6175;-30.005;-0.0255853;52.0731;-10.7656;0.0229587;-11.6897;-16.9494;-18.3459;-5.11365;-18.6246;18.9455;-5.89384;-20.8162;-0.0297285;35.651;-15.5939;0.0253574;0.0858999;0.0130854;-0.0361558;-25.8416;-20.8577;0.0713822;-31.8688;-27.2283;0.0206409;-40.21;-25.548;-25.8725;-28.6313;-37.3588;23.9705;-28.5234;-40.3278;-6.49537;-23.7215;-20.3741;5.28984;-23.3718;-21.0181;-0.0739067;-51.3916;-33.934;-0.0883433;-74.5392;-54.2004;-50.9459;-30.7754;-103.523;52.0679;-28.0099;-103.179;-55.8623;36.0703;-47.411;55.0198;35.4433;-47.2792;0.0911994;-58.1687;-35.4247;-69.7341;24.2569;-108.845;66.9988;26.5531;-107.504;-75.6316;52.1361;-125.914;80.8679;50.4627;-123.826;-66.5777;-4.35117;-114.348;66.4381;-4.36733;-110.012;-83.5133;34.1957;-137.611;83.463;33.9546;-136.028;-72.03;44.284;-111.722;69.943;41.5424;-108.327;-60.071;-3.1468;-107.975;60.2835;-0.145565;-104.694;-70.1842;35.2118;-111.152;67.0049;33.3756;-105.278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01885_01_ECA.obj;;;;-46.0649;37.3167;-37.0969;47.2869;41.7123;-34.2269;-17.8061;36.2581;-31.2994;18.5101;37.7471;-30.8667;-34.1228;41.9613;-27.8321;36.0865;45.7873;-26.2632;-33.3721;32.2251;-29.519;36.0269;35.0895;-28.161;0.123059;63.3637;-6.85754;-0.0885718;-12.3384;-19.9736;-19.8006;-1.3987;-23.7584;16.9068;-2.17849;-19.3036;-0.0282158;42.271;-14.7141;-0.0473951;-0.0265295;-0.158083;-0.0333755;-23.5949;-22.8051;-0.0378384;-28.1725;-26.7438;-0.027433;-35.9134;-26.5763;-24.6073;-26.1209;-41.0132;25.1004;-24.4212;-38.9398;-6.72296;-21.4321;-23.253;6.65474;-21.2477;-23.1807;0.104081;-41.378;-31.3545;0.072383;-68.7385;-38.7604;-59.1947;-26.2493;-117.605;63.7028;-21.1246;-116.669;-59.1357;39.6154;-47.3072;59.1871;42.9784;-46.4258;0.00341132;-54.4174;-28.4479;-74.7019;32.2018;-120.402;76.8164;35.3686;-119.728;-86.47;56.157;-138.628;87.5465;57.4417;-136.981;-70.5557;2.64201;-129.069;74.4173;5.5962;-123.076;-85.5204;43.6413;-153.108;88.68;43.5582;-152.014;-81.7838;51.2187;-124.459;83.1852;54.7132;-123.832;-67.0654;4.24657;-120.323;71.3294;7.62971;-116.828;-80.1762;45.1723;-123.356;81.8277;49.776;-122.424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01890_01_ECA.obj;;;;-43.8157;41.3386;-43.4644;42.9729;42.0107;-43.3595;-16.0832;39.3104;-38.4288;16.6326;39.9996;-37.8517;-30.3498;45.6983;-35.5169;32.0481;46.3599;-36.0164;-31.7559;35.5736;-38.1039;32.5985;37.058;-38.1151;-0.0578485;55.0151;-16.31;-0.0195149;-8.36592;-19.9704;-17.9372;1.44973;-21.8807;16.2697;0.360312;-21.2235;0.0323146;44.9086;-18.7189;-0.043331;0.0113861;-0.0125426;0.0907174;-21.8907;-24.6343;-0.0039287;-28.0531;-28.1505;-0.0125218;-37.0906;-27.3831;-22.9806;-26.9588;-40.1231;22.7393;-25.3685;-41.1;-5.67965;-21.262;-25.0988;4.41828;-21.4254;-25.1166;0.0193743;-47.8023;-34.5378;0.0432036;-76.993;-51.2093;-62.3332;-25.3038;-115.854;60.8261;-21.8079;-109.691;-54.2752;42.2193;-52.3547;55.0807;43.2015;-55.3619;0.0695399;-63.1192;-37.1114;-80.2123;30.5877;-120.266;73.7535;36.124;-122.626;-94.3399;56.2223;-129.458;86.0994;63.2632;-129.796;-78.8214;3.82785;-125.47;72.6362;10.1164;-128.34;-95.1356;39.2994;-146.56;91.6336;46.4477;-143.143;-83.5198;51.5487;-120.0;76.6381;54.8097;-118.957;-72.3112;6.3427;-120.423;65.6921;11.4538;-124.559;-81.472;41.5305;-120.504;75.3012;48.6705;-119.403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01891_01_ECA.obj;;;;-43.8435;35.2373;-39.9576;41.814;35.9254;-37.1007;-18.0944;32.0111;-34.9738;17.7611;32.7608;-36.5426;-30.8757;39.0232;-34.091;31.2716;39.9194;-33.285;-30.8348;30.7886;-34.9881;31.8642;32.5597;-35.1995;-0.0609889;51.8272;-13.1052;0.00220815;-14.1605;-17.2181;-17.2203;-3.23374;-19.7213;15.5658;-3.07084;-21.4713;-0.0122188;33.9941;-18.9224;-0.0595988;0.0259172;-0.0123324;-0.0492368;-29.4965;-19.4506;0.0743133;-33.305;-24.5881;-0.0368596;-40.2927;-24.1616;-20.7543;-34.5667;-35.5779;23.4942;-33.0318;-35.5666;-4.50267;-29.0458;-19.1861;4.38542;-28.4959;-20.1742;-0.0377329;-49.1197;-31.4546;0.0253754;-73.2773;-44.9539;-52.716;-32.7621;-113.437;73.598;-24.0779;-107.334;-57.9126;36.0111;-48.8958;56.9784;37.2682;-44.9755;0.0131881;-57.5765;-30.7363;-71.0734;25.2091;-116.7;83.4508;34.3859;-106.218;-79.2341;53.7672;-130.872;92.6506;65.044;-118.698;-72.282;-6.18696;-123.202;88.1673;6.83764;-115.973;-80.7081;30.9401;-150.105;99.0835;38.5259;-137.252;-75.0723;44.5565;-117.804;83.1399;56.9812;-106.212;-65.5383;-4.34467;-116.209;79.5845;8.21026;-107.853;-73.8059;36.192;-117.143;82.2006;44.8329;-106.437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01892_01_ECA.obj;;;;-45.9428;41.253;-32.9121;42.5715;43.3746;-34.8394;-18.8944;40.5068;-33.2714;16.8748;40.9624;-33.1928;-34.4513;44.3726;-26.2477;33.0596;45.9336;-29.11;-35.2748;37.1329;-30.1892;32.962;38.9045;-32.0887;-0.0679741;61.8387;-11.3258;0.074465;-11.5145;-25.1228;-18.8653;3.12836;-21.6314;17.9526;2.96226;-22.9379;0.0415501;45.4815;-15.367;-0.0988707;0.05579;-0.378133;0.0630964;-24.843;-27.5829;0.0517788;-28.4213;-28.6809;0.0146219;-33.4662;-27.4799;-24.5312;-30.7134;-39.2463;23.5164;-27.1803;-42.8678;-6.23923;-23.8466;-26.7355;8.04156;-23.063;-28.4706;-0.0449772;-42.5632;-35.2664;0.00964201;-71.9866;-44.4912;-74.6946;-25.0901;-120.876;67.3547;-20.5503;-115.314;-59.0648;44.6501;-46.2798;53.0679;44.1689;-48.4139;-0.0694748;-59.7012;-34.877;-83.541;36.4031;-120.423;73.8749;37.625;-124.387;-92.8923;68.2201;-132.335;91.8266;69.0836;-131.091;-84.5283;2.22511;-128.466;74.6904;5.33496;-133.935;-90.0475;46.4351;-149.565;87.0722;51.2338;-152.563;-87.138;62.1785;-117.379;81.2266;61.4406;-118.035;-80.3315;0.26992;-120.405;68.6867;2.14805;-126.519;-85.0817;49.3646;-117.958;79.0169;51.9956;-118.385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01893_01_ECA.obj;;;;-44.7087;44.2869;-42.8716;46.1028;44.535;-38.561;-17.1146;40.9128;-38.6812;18.5675;42.4641;-36.9423;-33.4805;48.8601;-36.033;36.1956;48.7224;-32.9374;-33.4031;40.1594;-38.0451;36.4304;39.7811;-34.6008;-0.0873151;62.6353;-11.0876;-0.0985724;-9.00114;-23.857;-19.5121;1.84053;-25.7335;17.9007;0.702313;-25.6525;-0.0622217;46.1598;-19.2892;0.0461101;0.112665;-0.658987;0.0252716;-21.8225;-25.6964;-0.0363166;-27.0864;-29.4995;-0.0497854;-34.9099;-29.8391;-27.6476;-25.4781;-45.7058;27.1566;-25.1067;-44.7939;-7.46943;-20.5253;-26.3914;7.77641;-20.4005;-26.5501;0.0997876;-41.1721;-33.8605;-0.0975654;-77.2975;-44.2885;-62.6524;-17.3628;-123.394;66.0396;-24.7802;-121.258;-61.8925;46.0029;-57.7077;63.3925;44.2294;-51.9914;-0.0893447;-58.8824;-34.0774;-74.2111;43.9015;-125.108;78.7108;39.5291;-120.925;-83.5608;72.1881;-137.544;94.5308;67.4322;-124.431;-77.6739;8.42286;-133.934;81.7214;4.66155;-124.908;-87.4155;52.5907;-157.959;98.3775;49.4486;-141.135;-78.1573;64.7814;-127.44;82.4285;54.8742;-112.911;-69.959;9.36786;-127.696;73.3439;5.21246;-120.996;-75.743;52.7995;-126.774;80.0156;47.5058;-114.91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01897_01_ECA.obj;;;;-45.4627;37.7601;-46.3656;47.2032;37.4281;-44.9132;-16.7037;35.5687;-38.1346;18.2197;35.1347;-38.3317;-31.7835;42.1749;-34.7678;34.2279;41.566;-32.1392;-31.3405;32.4546;-39.5075;35.0398;30.6279;-38.5471;-0.0158536;54.1099;-18.6845;0.0136353;-11.99;-22.2045;-16.5773;-2.4903;-24.9647;15.1612;-4.46764;-24.2281;-0.0357674;43.1463;-20.0265;-0.0849472;-0.00262829;-0.0837114;-0.00293879;-25.1053;-27.4799;-0.0121088;-29.8912;-34.8396;0.0443983;-39.7669;-36.4585;-24.8539;-26.2136;-46.1278;24.5112;-27.2954;-46.981;-6.30328;-23.2806;-27.7772;7.80002;-23.049;-28.3022;0.0325787;-42.8761;-44.8413;0.0416088;-66.8512;-56.7885;-50.2898;-20.7643;-116.572;54.0461;-20.1965;-115.575;-54.6075;39.2375;-55.0923;61.3024;38.7409;-56.9805;-0.0878032;-56.1234;-43.9098;-64.7844;33.9793;-118.692;70.4589;32.0269;-115.119;-79.0822;63.3642;-136.748;89.8137;58.8637;-127.035;-63.0666;6.42611;-126.302;68.8356;4.26752;-121.706;-74.222;44.6064;-152.871;80.6257;38.6126;-147.403;-66.7997;44.424;-116.86;72.3478;45.582;-110.563;-58.3912;7.37094;-119.659;64.6443;5.88472;-115.859;-66.8432;42.1733;-116.998;69.845;39.7129;-113.282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01898_01_ECA.obj;;;;-44.0873;38.1626;-34.4205;40.0306;37.7991;-36.2752;-19.7406;36.8122;-30.8627;14.6517;35.7545;-31.2915;-32.6965;41.089;-24.9903;28.0184;40.677;-27.4797;-32.7453;33.1088;-30.6407;29.2676;33.6943;-31.7002;0.06332;55.8243;-12.552;-0.0419345;-9.34003;-15.9752;-18.9128;-3.88426;-17.8963;16.9472;-4.53048;-15.6297;-0.0861965;40.626;-16.8716;-0.0150359;0.00953489;-0.0792068;-0.0566858;-29.701;-17.4875;-0.0024277;-35.0241;-23.7722;-0.0195892;-43.7785;-24.2685;-27.7024;-32.7835;-36.1938;25.3149;-34.6296;-36.2367;-8.97501;-27.3827;-18.6536;7.32146;-27.9004;-18.4151;-0.00271202;-52.7565;-32.1344;-0.0715241;-84.7246;-41.6803;-71.9136;-30.0301;-115.199;65.0476;-32.1647;-114.591;-60.9101;37.6583;-50.8537;58.8829;38.3771;-56.9376;-0.0142206;-66.1664;-29.6356;-76.4927;33.1231;-114.614;63.478;34.6687;-117.297;-89.626;68.7509;-124.27;71.282;70.6108;-128.759;-88.6801;2.37291;-118.029;77.9434;1.20374;-121.324;-95.0037;48.9621;-146.268;79.9733;42.6376;-153.245;-76.6496;58.6483;-110.2;65.1085;58.7555;-113.605;-78.5566;3.06532;-114.318;68.6171;0.568978;-116.407;-78.0643;49.3264;-110.884;65.1565;43.1837;-115.455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01899_01_ECA.obj;;;;-45.9321;42.7175;-40.619;38.2405;41.3902;-41.5544;-18.1424;39.3266;-37.593;10.99;39.0879;-37.2777;-32.8056;46.5725;-35.491;26.9379;46.3717;-34.532;-33.3714;36.4161;-38.1189;26.7474;36.8356;-38.3633;0.0524676;56.4808;-14.1765;8.66031E-4;-11.024;-20.1145;-17.2523;-0.63941;-20.9207;16.4827;-0.0108429;-23.2246;0.00981588;43.909;-18.8819;0.0637194;-0.0989881;-0.0226333;-0.0667314;-22.6434;-24.8607;0.0711916;-25.9718;-30.6561;-0.0343563;-31.7218;-30.5732;-25.0643;-24.8464;-43.2585;22.5051;-24.2594;-44.5027;-7.95535;-20.7153;-24.99;6.96913;-20.7646;-25.3628;0.0533534;-42.7104;-38.6651;0.0103597;-66.09;-56.995;-58.3522;-20.7329;-116.454;48.8667;-19.2567;-117.123;-61.0019;42.5038;-57.3969;50.8026;42.0993;-54.1012;-0.0910374;-52.2344;-40.7091;-75.7381;34.8115;-116.346;64.4374;36.2009;-115.617;-88.6366;68.6147;-129.447;80.2926;71.3694;-127.762;-71.714;8.74734;-126.498;64.7747;8.43033;-127.342;-87.9336;50.8534;-149.93;79.8695;47.2338;-147.746;-79.2866;55.6642;-113.563;72.2593;59.0412;-113.108;-67.6996;9.28816;-120.923;58.8926;9.63744;-120.617;-79.823;51.8063;-113.948;68.3356;47.2706;-115.577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01901_01_ECA.obj;;;;-42.2658;39.3194;-36.9008;38.2605;41.2714;-34.4944;-15.498;36.3804;-32.6833;11.2651;37.506;-31.7806;-29.2513;44.3169;-27.9046;25.9267;45.1543;-28.2015;-29.7718;34.4827;-32.2192;26.1745;35.7795;-30.4791;0.0143472;52.8682;-13.5054;0.0799576;-10.2025;-17.749;-13.6108;0.0942022;-18.2486;13.2806;-1.18152;-18.7861;-0.0461826;38.9408;-16.1686;-0.095313;0.029705;-0.0517108;-0.0420311;-20.1248;-19.7619;0.0408775;-25.7757;-25.0752;0.0486193;-35.1096;-27.1806;-25.3369;-24.8243;-38.3445;24.6488;-22.7672;-39.0861;-6.20212;-18.6537;-20.5163;6.45374;-17.8461;-20.6731;0.0327779;-41.2508;-34.0709;0.0401783;-65.3092;-46.9183;-53.2669;-20.4479;-101.425;55.3017;-18.4874;-99.9137;-56.6641;40.3094;-50.2408;54.9697;41.1692;-49.3477;0.0372592;-51.4363;-33.452;-68.0337;37.1114;-100.633;67.176;32.8241;-99.9925;-77.1161;67.4622;-114.979;76.8653;65.9126;-111.43;-71.4367;10.4818;-106.209;72.5556;7.3198;-104.294;-77.6364;48.7125;-132.421;78.4372;45.1608;-131.922;-69.6155;53.7775;-97.9693;71.1686;53.3633;-98.1703;-61.8263;15.0586;-101.895;64.6595;10.9413;-100.499;-68.2072;48.3748;-97.6592;68.406;45.1261;-97.9076;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01919_01_ECA.obj;;;;-47.4804;40.2655;-38.4526;44.5131;39.9573;-38.6762;-18.0678;36.8414;-33.4833;14.4643;36.6944;-34.687;-33.5386;43.0288;-27.8109;31.3435;42.072;-29.1255;-33.4975;32.4935;-34.5721;31.5087;32.6775;-34.7982;-0.0115173;51.9007;-7.9119;-0.0733221;-10.674;-20.0154;-17.5693;-2.49612;-21.5946;15.6861;-2.13904;-22.3948;0.00992824;41.8781;-12.2267;0.0945286;0.0963722;0.0100425;-0.0767524;-25.0248;-24.714;0.00614618;-30.1582;-31.5709;-0.0154721;-36.5511;-32.5468;-27.8629;-27.9912;-43.9199;27.4244;-26.9011;-46.992;-6.07091;-23.961;-24.8238;7.05993;-23.2934;-25.4743;0.0166026;-51.7455;-45.1665;0.0388638;-74.0347;-59.3335;-60.6044;-21.1984;-120.706;60.1564;-20.3914;-119.989;-63.4543;38.8439;-48.3558;58.3524;39.5881;-47.8316;-0.0238399;-62.6446;-45.0573;-77.303;33.6171;-112.602;73.7866;33.952;-114.662;-91.724;65.5852;-122.35;84.1012;65.0438;-126.53;-76.6644;-2.31419;-124.059;75.8966;-4.84392;-124.279;-90.9555;40.683;-143.266;84.7253;37.6241;-147.475;-83.0076;55.5761;-108.662;78.7787;50.366;-109.342;-70.0263;3.56813;-116.485;68.1461;-1.02379;-118.108;-77.7004;40.3446;-111.794;73.2476;37.5109;-113.311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01932_01_ECA.obj;;;;-43.8602;40.7552;-38.3205;43.8941;41.0421;-36.1285;-17.9362;36.3414;-33.7408;16.8208;36.2131;-33.3451;-32.7661;45.5737;-30.2274;32.7791;45.8846;-28.4702;-32.381;34.493;-32.5727;32.9893;34.3786;-31.8495;0.0709218;54.8949;-11.7246;-0.055123;-10.8925;-23.8062;-16.694;0.0913017;-22.0377;15.9124;-0.127801;-23.3568;0.0129967;46.2018;-15.0949;0.00177129;-0.0966228;-0.0453611;-0.0802864;-27.5749;-31.5669;-0.0212841;-31.9447;-35.0088;-0.0636065;-40.1244;-34.4003;-23.1554;-29.9205;-49.5149;23.97;-29.5445;-48.2011;-6.21258;-25.8379;-31.4986;5.67542;-25.3808;-30.7933;-0.0321428;-52.5685;-44.2047;-0.0974783;-73.6122;-63.6606;-52.9546;-20.8312;-120.152;57.1145;-20.9446;-115.238;-54.3252;43.0243;-50.5143;57.0243;42.6049;-51.6217;0.0482153;-61.7881;-47.2454;-68.5112;32.9461;-112.525;71.065;32.2058;-112.587;-82.3414;64.2181;-120.495;87.9427;61.6611;-114.596;-67.4341;7.4201;-125.543;69.9772;3.80498;-120.524;-81.7361;46.2007;-141.157;92.2774;48.7923;-132.123;-72.288;56.7376;-110.805;75.1729;54.7567;-107.363;-61.2472;5.35189;-117.171;63.856;1.67295;-118.118;-69.0079;47.2125;-111.273;71.9323;47.2292;-109.906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01934_01_ECA.obj;;;;-45.2351;40.3246;-36.127;42.078;39.6522;-37.1515;-18.0717;37.9182;-31.4142;14.5586;38.2616;-31.9618;-31.8475;45.0152;-27.4031;28.7408;45.4901;-25.9421;-32.4612;32.9997;-31.8546;29.8542;33.8388;-32.7728;-0.0715137;52.0324;-8.46977;0.0358502;-10.1336;-21.0488;-15.1961;-1.94329;-21.7895;12.6473;-0.0437895;-23.6372;-0.0475097;40.7833;-11.7436;0.0734656;-0.0382228;-0.0171143;0.0268517;-22.8562;-26.7837;0.0181948;-26.2892;-30.6166;0.0217224;-34.348;-31.249;-23.1161;-24.4555;-42.6849;19.7147;-24.5561;-43.1751;-5.69749;-22.2975;-26.9718;4.91974;-22.2011;-27.698;-0.0741274;-40.2316;-39.5816;0.0447887;-64.3062;-56.2728;-52.7046;-15.6938;-115.981;50.6685;-15.1227;-114.821;-57.368;39.4098;-44.8905;54.2099;39.2081;-48.2642;-0.071756;-49.3311;-42.1249;-72.7784;34.9988;-105.587;66.1598;34.7412;-108.186;-83.616;61.6166;-116.826;81.3843;60.3723;-117.302;-70.7452;4.07786;-115.096;67.9928;8.08454;-115.404;-88.0228;48.5179;-131.978;84.8188;42.4771;-131.911;-79.1113;55.1234;-105.712;71.5725;55.3785;-107.392;-64.3289;6.11992;-108.19;60.9333;8.10839;-111.61;-77.9847;48.4788;-106.223;68.1458;43.8207;-108.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
